"AUTOR,C,45","PERIODO,C,10","OBRA1,C,45","OBRA2,C,45","SUBOBRA,C,45","SUBOBRA2,C,45","DURACION,N,6,2","INSTRUM,C,45","INTERPTE,C,45","DIRECTOR,C,15","ORQUESTA,C,30","CORO,C,45","DISCNUM,C,11","FABRICNUM,C,20","CINTANUM,C,3","COMENT,C,40","NUMERO,N,6,0"
"BIZET, George",1838-1875,Sinfonien,,Nr.1 C-Dur,,"24,44",,,Celibidache,Berliner Philharm.,,Q 391,FSM Nu 2301/2,,,7982
"STRAWINSKY, Igor",1882-1971,Jeu de Cartes (Ballettsuite),,,,"21,40",,,Celibidache,Berliner Philharm.,,Q 392,FSM Nu 2301/2,,,7983
"PROKOFIEV, Serge",1891-1953,Sinfonien Nr.1-7,,Nr.1 Op.25 D-Dur (Klassische Sinfonie),,"14,07",,,Celibidache,Berliner Philharm.,,Q 392,FSM Nu 2301/2,,,7984
"SIBELIUS, Jean",1865-1957,Valse Triste,,,,"5,03",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7985
"STRAUSS, Johann (Sohn)",1825-1899,Wiener Blut,,,,"8,18",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7986
"SCHUBERT, Franz",1797-1828,Deutsche Tanze  D 90,,,,"7,13",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7987
"MOZART, Wolfgang Amadeus",1756-1791,Kontertanz,,,,"5,03",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7988
"BERLIOZ, Hector",1803-1869,Symphonie fantastique Op.14,(Episode aus d.Leben eines Kunstlers),2.Satz (Valse),,"5,38",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7989
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Der Nussknacker Op.71 (Ballett),,Nr.8 Blumenwalzer,,"6,35",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7990
"PROKOFIEV, Serge",1891-1953,Romeo und Julia Op.64a (Ballett),,Ausschnitte,,"9,47",,,Celibidache,Orch.Sinf.Milano d.RAI,,Q 393,FSM Nu 2291,,,7991
"LISZT, Franz",1811-1886,Les Preludes (Sinf.Dichtung Nr.3),,,,"17,35",,,Celibidache,Orch.Sinf.Torino d.RAI,,Q 393,FSM Nu 2291,,,7992
"MOERAN, Ernest John",1894-1950,Konzert f.Violine u.Orchester (1942),,,,"33,15",Violine,Mordkovitch,Handley,Ulster Orch.,,Q 394,Schw Ch 8807,,,7993
"MOERAN, Ernest John",1894-1950,Two Pieces for Small Orchestra,,Lonely Waters,,"9,16",,,Handley,Ulster Orch.,,Q 394,Schw Ch 8807,,,7994
"MOERAN, Ernest John",1894-1950,Two Pieces for Small Orchestra,,Whythorne's Shadow,,"6,31",,,Handley,Ulster Orch.,,Q 394,Schw Ch 8807,,,7995
"BRAHMS, Johannes",1833-1897,Tragische Ouverture Op.81,,,,"12,59",,,Abbado,Berliner Philharm.,,Q 395,DG  429 765-2,,,7996
"BRAHMS, Johannes",1833-1897,Schicksalslied Op.54 (f.Chor u.Orchester),,,,"16,51",,,Abbado,Berliner Philharm.,Ernst-Senff Chor,Q 395,DG  429 765-2,,,7997
"BRAHMS, Johannes",1833-1897,Sinfonien Nr.1-4,,Nr.3 Op.90 F-Dur,,"37,27",,,Abbado,Berliner Philharm.,,Q 395,DG  429 765-2,,,7998
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.3 (Pastorale) f.Sopran u.Orchester,,"34,54",Sopran,Ritchie,Boult,London Philh.Orch.,,Q 396,Lon 430 060-2,,,7999
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.5 D-Dur,,"36,54",,,Boult,London Philh.Orch.,,Q 396,Lon 430 060-2,,,8000
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.4 f-moll,,"32,17",,,Boult,New Philh.Orch.,,Q 397,EMI CDC 747 215-2,,,8001
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.6 e-moll,,"36,08",,,Boult,New Philh.Orch.,,Q 397,EMI CDC 747 215-2,,,8002
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.8 d-moll,,"28,23",,,Boult,London Philh.Orch.,,Q 398,EMI CDC 747 217-2,,,8003
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.9 e-moll,,"34,44",,,Boult,London Philh.Orch.,,Q 398,EMI CDC 747 217-2,,,8004
"SCHUBERT, Johann Friedrich",1770-1811,"Konzert f.Klarinette,Fagott u.Orchester",Es-Dur,,,"21,43","Klarinette,Fagott","Klocker,Hartmann",Skvor,Suk-Kamorch.,,Q 399,Mdg L 3366,,,8005
"WINTER, Peter von",1754-1825,"Concertino f.Klarinette,Fagott u.Orchester",Es-Dur,,,"17,36","Klarinette,Fagott","Klocker,Hartmann",Skvor,Suk-Kamorch.,,Q 399,Mdg L 3366,,,8006
"TAUSCH, Franz",1762-1817,"Duo F-Dur f.Klarinette,Fagott u.B.c.",,,,"9,15","Klarinette,Fagott,Kontrabass","Klocker,Hartmann,Normann",,,,Q 399,Mdg L 3366,,,8007
"FASCH, Johann Friedrich",1688-1758,"Konzert f.Flote,Oboe u.Streicher D-Dur",,,,"9,14","Flote,Oboe",Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8008
"FASCH, Johann Friedrich",1688-1758,Konzert f.Oboe u.Streicher g-moll,,,,"9,37",Oboe,Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8009
"FASCH, Johann Friedrich",1688-1758,"Konzert f.Oboe,2Violinen u.Cembalo G-Dur",,,,"6,27",,Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8010
"FASCH, Johann Friedrich",1688-1758,"Konzert f.Oboe,Flote u.Streicher e-moll",,,,"6,38","Oboe,Flote",Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8011
"FASCH, Johann Friedrich",1688-1758,Konzert f.Oboe u.Streicher G-Dur,,,,"9,45",Oboe,Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8012
"FASCH, Johann Friedrich",1688-1758,"Konzert f.2Oboen,Fagott,Streicher u.B.c.",c-moll,,,"8,52","2Oboen,Fagott",Westermann u.Solisten,,,,Q 400,Mdg L 3309,,,8013
"KOECHLIN, Charles",1867-1950,Au Loin Op.20 (aus der Ferne),f.Englisch Horn u.Orchester,,,"8,20",Englisch Horn,,Segerstam,Staatsphilh.Rheinld.-Pfalz,,Q 401,IMS Cy 812,,,8014
"KOECHLIN, Charles",1867-1950,Le Buisson Ardent (Der brennende Busch),Sinf.Dichtung,1.Teil Op.203 (1945),,"12,30",,,Segerstam,Staatsphilh.Rheinld.-Pfalz,,Q 401,IMS Cy 812,,,8015
"KOECHLIN, Charles",1867-1950,Le Buisson Ardent (Der brennende Busch),Sinf.Dichtung,2.Teil Op.171 (1938),,"25,40",,,Segerstam,Staatsphilh.Rheinld.-Pfalz,,Q 401,IMS Cy 812,,,8016
"KOECHLIN, Charles",1867-1950,Sonate f.Violoncello u.Klavier Op.65 (1917),,,,"14,00","V'cello,Klavier","Bary,Roux",,,,Q 401,IMS Cy 812,,,8017
"LLOYD, George",1913-,Sinfonien,,Nr. 1 A-Dur,,"24,41",,,Lloyd,Albany Symph.Orch.,,Q 402,Con Alb 032,,,8018
"LLOYD, George",1913-,Sinfonien,,Nr.12,,"40,57",,,Lloyd,Albany Symph.Orch.,,Q 402,Con Alb 032,,,8019
"LLOYD, George",1913-,Sinfonien,,Nr. 2 (1933 rev.1982),,"33,57",,,Lloyd,BBC Philh.Orch.,,Q 403,CDCF 139,,,8020
"LLOYD, George",1913-,Sinfonien,,Nr. 9 (1969),,"28,46",,,Lloyd,BBC Philh.Orch.,,Q 403,CDCF 139,,,8021
"LLOYD, George",1913-,Sinfonien,,Nr. 4 (Arctic),,"65,00",,,Lloyd,Albany Symph.Orch.,,Q 404,Con Alb 002,,,8022
"SULLIVAN, Arthur Seymour",1842-1900,Patience (Operette),,,,"76,46",,,Sargent,Pro Arte Orch.,Glyndebourne Festival Chorus,Q 405 (2CD),EMI CDS 747783-8,,,8023
"SULLIVAN, Arthur Seymour",1842-1900,Symphony in E (The Irish),,,,"35,44",,,Groves,Royal Liverpool Philh.Orch.,,Q 405 (2CD),EMI CDS 747783-8,,,8024
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.1  A Sea Symphony (1910),,"65,10",,,Boult,London Philh.Orch.,London Philh.Choir,Q 407,EMI CDC 747212-2,,,8025
"VAUGHAN WILLIAMS, Ralph",1872-1958,Fantasia on a Theme By Thomas Tallis,(1910/19) f.Orchestra,,,"59,31",,,Boult,London Philh.Orch.,,Q 408,EMI CDC 747213-2,,,8026
"MARTUCCI, Giuseppe",1856-1909,Sinfonien,,Nr.1 Op.75 d-moll,,"41,08",,,Avalos,London Philh.Orch.,,Q 409,TIS ASV CD  675,,,8027
"MARTUCCI, Giuseppe",1856-1909,Novelletta Op.82 f.Violine u.Orchester,,,,"6,09",Violine,Clark,Avalos,London Philh.Orch.,,Q 409,TIS ASV CD  675,,,8028
"MARTUCCI, Giuseppe",1856-1909,Notturno Op.70 Nr.1 Ges-Dur,,,,"6,39",,,Avalos,London Philh.Orch.,,Q 409,TIS ASV CD  675,,,8029
"MARTUCCI, Giuseppe",1856-1909,Tarantella Op.44,,,,"5,51",,,Avalos,London Philh.Orch.,,Q 409,TIS ASV CD  675,,,8030
"ROMAN, Johan Helmich",1694-1758,Concerto grosso B-Dur IB 46,,,,"17,27",,,Rajski,Musica Vitae Kamorch.,,Q 410,DC Bis 500 460,,,8031
"SIBELIUS, Jean",1863-1957,Romanze Op.42 C-Dur (1903) f.Streicher,,,,"4,58",,,Rajski,Musica Vitae Kamorch.,,Q 410,DC Bis 500 460,,,8032
"LARSSON, Lars-Erik",1908-1986,Serenade Op.12 (1934) f.Streicher,,,,"10,58",,,Rajski,Musica Vitae Kamorch.,,Q 410,DC Bis 500 460,,,8033
"RAUTAVAARA, Einojuhani",1928-,Pelimannit Op.1 (1952) Die Fiedler,,,,"7,01",,,Rajski,Musica Vitae Kamorch.,,Q 410,DC Bis 500 460,,,8034
"CARLSTEDT, Jan",1926-,Metamorphosi Op.42 f.Streicher,,,,"15,04",,,Rajski,Musica Vitae Kamorch.,,Q 410,DC Bis 500 460,,,8035
"MOLTER, Johann Melchior",1696-1765,Konzerte f.Klarinette u.Streicher MWV VI,,"Nr.1 A-Dur (MWV VI.41) Concerto Moderato,","Largo,Allegro","12,09",Klarinette,Horvath,Rolla,F-Liszt-Kamorch.,,Q 411,Hek HCD 11 954-2,,,8036
"STAMITZ, Johann Wenzel Anton",1717-1757,Konzert f.Klarinette u.Orchester B-Dur,,,,"17,14",Klarinette,Horvath,Rolla,F-Liszt-Kamorch.,,Q 411,Hek HCD 11 954-2,,,8037
"STAMITZ, Carl",1745-1801,Konzerte f.Klarinette u.Orchester,(Numerierung v.Helmut Boese),Nr. 7 Es-Dur (Darmstatter Konzert Nr.1),"Allegro molto,Adagio,Rondeau","19,39",Klarinette,Horvath,Rolla,F-Liszt-Kamorch.,,Q 411,Hek HCD 11 954-2,,,8038
"HARTY, Hamilton (Sir)",1879-1941,Konzert f.Violine u.Orchester d-moll (1908),,,,"33,17",Violine,Holmes,Thomson,Ulster Orch.,,Q 412,Schw Ch 8386,,,8039
"HARTY, Hamilton (Sir)",1879-1941,Variationen u.e.Dubliner Melodie (1912),f.Violine u.Orchester,,,"16,16",Violine,Holmes,Thomson,Ulster Orch.,,Q 412,Schw Ch 8386,,,8040
"STICH-PUNTO, Jan Vaclav",1746-1803,Konzerte f.Horn u.Orchester,,Nr. 5 F-Dur,,"17,30",Horn,Klanska-Bouchalova,Vajnar,Prager Kamorch.,,Q 413,Supra  1 11 0106-2,,,8041
"STICH-PUNTO, Jan Vaclav",1746-1803,Konzerte f.Horn u.Orchester,,Nr. 6 Es-Dur,,"14,03",Horn,Klanska-Bouchalova,Vajnar,Prager Kamorch.,,Q 413,Supra  1 11 0106-2,,,8042
"STICH-PUNTO, Jan Vaclav",1746-1803,Konzerte f.Horn u.Orchester,,Nr. 7 Es-Dur,,"14,58",Horn,Klanska-Bouchalova,Vajnar,Prager Kamorch.,,Q 413,Supra  1 11 0106-2,,,8043
"STICH-PUNTO, Jan Vaclav",1746-1803,Konzerte f.Horn u.Orchester,,Nr.10 F-Dur,,"16,54",Horn,Klanska-Bouchalova,Vajnar,Prager Kamorch.,,Q 413,Supra  1 11 0106-2,,,8044
"REICHA, Joseph",1752-1795,Konzerte f.Violoncello u.Orchester,,G-Dur,,"24,10",V'cello,Bylsma,Schroder,Concerto Amsterdam,,Q 653,Hek Ac  4833,,,8045
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 82 C-Dur L'Ours (Der Bar),,"25,39",,,Dorati,Philh.Hungarica,,Q 461,Dec 425 925-2,,,8046
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 83 g-moll La Poule (Die Henne),,"21,55",,,Dorati,Philh.Hungarica,,Q 461,Dec 425 925-2,,,8047
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 84 Es-Dur,,"23,51",,,Dorati,Philh.Hungarica,,Q 462,Dec 425 930-2,,,8048
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 85 B-Dur La Reine (Die Konigin),,"22,32",,,Dorati,Philh.Hungarica,,Q 462,Dec 425 930-2,,,8049
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 86 D-Dur,,"27,19",,,Dorati,Philh.Hungarica,,Q 462,Dec 425 930-2,,,8050
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 87 A-Dur,,"22,36",,,Dorati,Philh.Hungarica,,Q 463,Dec 425 930-2,,,8051
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 88 G-Dur,,"20,18",,,Dorati,Philh.Hungarica,,Q 463,Dec 425 930-2,,,8052
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 89 F-Dur,,"21,37",,,Dorati,Philh.Hungarica,,Q 463,Dec 425 930-2,,,8053
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 90 C-Dur,,"23,44",,,Dorati,Philh.Hungarica,,Q 464,Dec 425 930-2,,,8054
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 91 Es-Dur,,"25,38",,,Dorati,Philh.Hungarica,,Q 464,Dec 425 930-2,,,8055
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,Nr. 92 G-Dur (Oxford),,"26,10",,,Dorati,Philh.Hungarica,,Q 464,Dec 425 930-2,,,8056
"HAYDN, Joseph",1732-1809,Sinfonien H 1,,"Nr.105 B-Dur (Sinfonia concertante f.Violine,","V'cello,Oboe,Fagott u.Streicher)","19,44",,,Dorati,Philh.Hungarica,,Q 467,Dec 425 935-2,,,8057
"MOZART, Wolfgang Amadeus",1756-1791,Fantasien f.Orgel Nr.1-2,,Nr.1 KV 594 f-moll,,"11,45",,Chorzempa,,,,Q 473,Ph 422 521-2,,,8058
"MOZART, Wolfgang Amadeus",1756-1791,Fantasien f.Orgel Nr.1-2,,Nr.2 KV 608 f-moll,,"11,38",,Chorzempa,,,,Q 473,Ph 422 521-2,,,8059
"MOZART, Wolfgang Amadeus",1756-1791,Andante KV 616 F-Dur,(f.eine kleine Orgelwalze),,,"8,24",,Chorzempa,,,,Q 473,Ph 422 521-2,,,8060
"BACH, Johann Christian",1735-1782,Sinfoniae concertante,,"G-Dur f.2Violinen,V'cello u.Orch.",,"15,53","2Violinen,V'cello","Friedman,Smith,Pople",Pople,London Festival Orch.,,Q 414,TIS ASV CD  651,,,8061
"BACH, Johann Christian",1735-1782,Sinfoniae concertante,,"Es-Dur f.Oboe,2Klarinetten,Fagott u.Orch.",,"16,30","Oboe,2Klarinatten,Fagott","Hessiter,Hacker,Pipe,Gambold",Pople,London Festival Orch.,,Q 414,TIS ASV CD  651,,,8062
"BACH, Johann Christian",1735-1782,Sinfoniae concertante,,"A-Dur f.Violine,V'cello u.Streicher",,"13,18","Violine,V'cello","Friedman,Pople",Pople,London Festival Orch.,,Q 414,TIS ASV CD  651,,,8063
"BACH, Johann Christian",1735-1782,Sinfoniae concertante,,"Es-Dur f.2Violinen,2Violas,2Oboen,2Horner,",V'cello u.Orch.,"12,54","2Violinen,2Violas,2Oboen,2Horner,V'cello",,Pople,London Festival Orch.,,Q 414,TIS ASV CD  651,,,8064
"MARTUCCI, Giuseppe",1856-1909,Konzerte f.Klavier u.Orchester,,Nr.1 d-moll,,"36,48",Klavier,Caramiello,Avalos,London Philh.Orch.,,Q 415,TIS ASV CD  690,,,8065
"MARTUCCI, Giuseppe",1856-1909,La Canzone Dei Ricordi (R.E.Pagliara),,,,"30,53",Sopran,Yakar,Avalos,London Philh.Orch.,,Q 415,TIS ASV CD  690,,,8066
"LLOYD, George",1913-,Konzerte f.Klavier u.Orchester,,Nr.4,,"37,13",Klavier,Stott,Lloyd,London Symph.Orch.,,Q 416,Con Alb 004,,,8067
"LLOYD, George",1913-,The Lily-Leaf and the Grasshopper,,,,"11,25",Klavier,Stott,,,,Q 416,Con Alb 004,,,8068
"LLOYD, George",1913-,The Transformation of that naked Ape (1972),,,,"20,43",Klavier,Stott,,,,Q 416,Con Alb 004,,,8069
"LLOYD, George",1913-,Konzerte f.Klavier u.Orchester,,Nr.3,,"48,03",Klavier,Stott,Lloyd,BBC Philh.Orch.,,Q 417,Con Alb 019,,,8070
"LLOYD, George",1913-,Sinfonien,,Nr. 5 B-Dur,,"56,28",,,Lloyd,BBC Philh.Orch.,,Q 418,Con Alb 022,,,8071
"BIZET, George",1838-1875,L'Arlesienne Suite Nr.1-2,,Nr.1,,"18,52",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8072
"BIZET, George",1838-1875,L'Arlesienne Suite Nr.1-2,,Nr.2 (Farandole),,"18,13",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8073
"BIZET, George",1838-1875,Jeux d'enfants Op.22 (Kinderspiele),Suite f.Klavier(e)/ Orchester,,,"11,13",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8074
"BIZET, George",1838-1875,Carmen,,Vorspiel z.1.Akt,,"3,26",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8075
"BIZET, George",1838-1875,Carmen,,Vorspiel z.2.Akt,,"11,36",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8076
"BIZET, George",1838-1875,Carmen,,Vorspiel z.3.Akt,,"3,08",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8077
"BIZET, George",1838-1875,Carmen,,Vorspiel z.4.Akt,,"2,02",,,Kegel,Dresdner Philh.,,Q 419,Mag AV 2100 152,,,8078
"BOCCHERINI, Luigi",1743-1805,Sinfonien Op.37 Nr.1-4  G 515-518,,Nr.1 G-515 C-Dur,,"17,18",,,Cosmi,S.O.d.Staatstheaters Lucca,,Q 420,IMS Bon 2087-2,,,8079
"BOCCHERINI, Luigi",1743-1805,Villancicos al nacimiento de nuestro,Senor Jesu Christo,,,"21,21",,,Cosmi,S.O.d.Staatstheaters Lucca,Capella D.Cecilia Lucca,Q 420,IMS Bon 2087-2,,,8080
"BOCCHERINI, Luigi",1743-1805,Credo G-531 f.4Stimmen u.Instr.,,,,"8,04",,,Cosmi,S.O.d.Staatstheaters Lucca,Capella D.Cecilia Lucca,Q 420,IMS Bon 2087-2,,,8081
"BOCCHERINI, Luigi",1743-1805,"Dixit Dominus G-533 f.Soli,Chor u.Instr.",,,,"21,14",,,Cosmi,S.O.d.Staatstheaters Lucca,Capella D.Cecilia Lucca,Q 420,IMS Bon 2087-2,,,8082
"OTTO, Luigi", um -1750,Konzert f.Trompete u.Orchester Es-Dur,,,,"12,42",Trompete,Guttler,Pommer,Neues Bach.Colleg.M.Leipzig,,Q 421,Del CD 10051,,,8083
"MOLTER, Johann Melchior",1696-1765,Konzerte f.Trompete u.Streicher MWV IV,,Nr.2 D-Dur (IV.13)(ms 333),,"10,30",Trompete,Guttler,Pommer,Neues Bach.Colleg.M.Leipzig,,Q 421,Del CD 10051,,,8084
"RICHTER, Franz Xaver",1709-1789,"Konzert f.Trompete,Streicher u.B.c. D-Dur",,,,"14,53",Trompete,Guttler,Pommer,Neues Bach.Colleg.M.Leipzig,,Q 421,Del CD 10051,,,8085
"SPERGER, Johann Matthias",1750-1812,Konzerte f.Trompete u.Orchester,,Nr.1 D-Dur (1778),,"9,28",Trompete,Guttler,Pommer,Neues Bach.Colleg.M.Leipzig,,Q 421,Del CD 10051,,,8086
"HARTY, Hamilton (Sir)",1879-1941,The Children of Lir (1936/39) Poem f.Orch.,,,,"31,42",,,Thomson,Ulster Orch.,,Q 422,Schw Ch 8387,,,8087
"HARTY, Hamilton (Sir)",1879-1941,Ode to a Nightingale (1904/07),f. Sopran u.Orch.,,,"22,22",Sopran,Harper,Thomson,Ulster Orch.,,Q 422,Schw Ch 8387,,,8088
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.5 D-Dur,,"38,39",,,Thomson,London Symph.Orch.,,Q 423,Schw Ch 8554,,,8089
"VAUGHAN WILLIAMS, Ralph",1872-1958,The Lark Ascending f.Violine u.Orch.,,,,"15,30",Violine,Davis,Thomson,London Symph.Orch.,,Q 423,Schw Ch 8554,,,8090
"VAUGHAN WILLIAMS, Ralph",1872-1958,Sinfonien,,Nr.2 A London Symphony,,"47,36",,,Thomson,London Symph.Orch.,,Q 424,Schw Ch 8629,,,8091
"VAUGHAN WILLIAMS, Ralph",1872-1958,Concerto grosso (1950),,,,"16,54",,,Thomson,London Symph.Orch.,,Q 424,Schw Ch 8629,,,8092
"BRIXI, Franz Xaver",1732-1771,Konzerte f.Orgel u.Orchester,,"Nr.4 D-Dur Allegro moderato,Andante molto,",Allegro,"16,01",Orgel,Bleicher,Berger,S.O.d.SWF Baden-Baden,,Q 425,EBS 6 065,,,8093
"BRIXI, Franz Xaver",1732-1771,Konzerte f.Orgel u.Orchester,,"Nr.2 C-Dur Allegro moderato,Adagio,Allegro",(Alla Breve),"13,41",Orgel,Bleicher,Berger,S.O.d.SWF Baden-Baden,,Q 425,EBS 6 065,,,8094
"BRIXI, Franz Xaver",1732-1771,Konzerte f.Orgel u.Orchester,,"Nr.5 F-Dur Allegro moderato,Adagio,Allegro",assai,"17,33",Orgel,Bleicher,Berger,S.O.d.SWF Baden-Baden,,Q 425,EBS 6 065,,,8095
"BRIXI, Franz Xaver",1732-1771,Konzerte f.Orgel u.Orchester,,"Nr.1 C-Dur Allegro,Adagio,Presto",,"11,37",Orgel,Bleicher,Berger,S.O.d.SWF Baden-Baden,,Q 426,EBS 6 065,,,8096
"BRIXI, Franz Xaver",1732-1771,Konzerte f.Orgel u.Orchester,,"Nr.7 G-Dur Allegro moderato,Adagio,Allegro",molto,"16,12",Orgel,Bleicher,Berger,S.O.d.SWF Baden-Baden,,Q 426,EBS 6 065,,,8097
"BRIXI, Franz Xaver",1732-1771,Praeludium,,F-Dur,,"3,14",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8098
"BRIXI, Franz Xaver",1732-1771,Praeludium,,a-moll,,"2,30",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8099
"BRIXI, Franz Xaver",1732-1771,Praeludium,,F-Dur.,,"2,43",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8100
"BRIXI, Franz Xaver",1732-1771,Fuge,,g-moll,,"3,47",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8101
"BRIXI, Franz Xaver",1732-1771,Fuge,,c-moll,,"1,49",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8102
"BRIXI, Franz Xaver",1732-1771,Fuge,,a-moll,,"3,04",Orgel,Bleicher,,,,Q 426,EBS 6 065,,,8103
"VAUGHAN WILLIAMS, Ralph",1872-1958,The Lark Ascending f.Violine u.Orch.,,,,"13,33",Violine,Zuckerman,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8104
"VAUGHAN WILLIAMS, Ralph",1872-1958,Konzert f.Oboe u.Streicher a-moll (1944),,,,"18,35",Oboe,Black,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8105
"WALTON, William Turner",1902-1963,Henry V.(Filmmusik),,Death of Falstaff (Passacaglia),,"2,44",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8106
"WALTON, William Turner",1902-1963,Henry V.(Filmmusik),,Touch her soft Lips and part,,"2,01",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8107
"DELIUS, Frederick",1862-1934,On hearing the first Cuckoo in spring (1913),,,,"7,09",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8108
"DELIUS, Frederick",1862-1934,Summer night on the river,,,,"5,41",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8109
"DELIUS, Frederick",1862-1934,Fennimore and Gerda (Oper),,Intermezzo,,"5,52",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8110
"DELIUS, Frederick",1862-1934,Stucke f.kleines Orchester,,"Lento, ma non troppo",,"2,41",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8111
"DELIUS, Frederick",1862-1934,Stucke f.kleines Orchester,,"Gaily, but not quick",,"2,12",,,Barenboim,English Chamb.Orch.,,Q 427,DG  419 748-2,,,8112
"BOCCHERINI, Luigi",1743-1805,Konzerte f.Violoncello u.Orchester Nr.1-12,G 474-483,Nr. 7 G-480 G-Dur  (Paris Nr.3),,"15,58",V'cello,Bylsma,Lamon,Tafelmusik-Barockorch.Toronto,,Q 428,RCA RD 77867,,,8113
"BOCCHERINI, Luigi",1743-1805,Konzerte f.Violoncello u.Orchester Nr.1-12,G 474-483,Nr.10 G-483 D-Dur (Wien Op.34),,"17,54",V'cello,Bylsma,Lamon,Tafelmusik-Barockorch.Toronto,,Q 428,RCA RD 77867,,,8114
"BOCCHERINI, Luigi",1742-1805,Sinfonien Op.21 Nr.1-6  G 493-498,,Nr.5 G-497 B-Dur,,"16,12",,,Lamon,Tafelmusik-Barockorch.Toronto,,Q 428,RCA RD 77867,,,8115
"BOCCHERINI, Luigi",1742-1805,Sinfonien Op.12 Nr.1-6  G 503-508,(Ed.Chevadiere Op.16),Nr.4 G-506 d-moll (La casa del diabolo),,"16,51",,,Lamon,Tafelmusik-Barockorch.Toronto,,Q 428,RCA RD 77867,,,8116
"HAYDN, Joseph",1732-1809,Konzerte f.Orgel u.Streicher H 18,(f.Tasteninstrumente),Nr.  5 C-Dur (alte Nr.3),,"11,56",Orgel,Haselbock,Melkus,Capella Acad.Wien,,Q 429,HV CD 98575,,,8117
"WERNER, Gregor Joseph",1695-1766,Pastorella in D f.Orgel (Cembalo) u.Streicher,,,,"6,59",Orgel,Haselbock,Melkus,Capella Acad.Wien,,Q 429,HV CD 98575,,,8118
"ZECHNER, Johann Georg",1716-1778,Konzert f.Orgel u.Streicher F-Dur,,,,"8,17",Orgel,Haselbock,Melkus,Capella Acad.Wien,,Q 429,HV CD 98575,,,8119
"BACH, Johann Christian",1735-1782,Konzert-Rondo Op.13.3 F-Dur (f.Orgel u.Str.),,,,"5,52",Orgel,Haselbock,Melkus,Capella Acad.Wien,,Q 429,HV CD 98575,,,8120
